loss,accuracy
0.00264725461602211,1.0
0.002616009209305048,1.0
0.002585314679890871,1.0
0.00255525391548872,1.0
0.002525725867599249,1.0
0.002496676752343774,1.0
0.002468246966600418,1.0
0.002440145006403327,1.0
0.0024121729657053947,1.0
0.0023846758995205164,1.0
0.0023576347157359123,1.0
0.0023319278843700886,1.0
0.00230650813318789,1.0
0.0022814387921243906,1.0
0.0022565468680113554,1.0
0.002232169732451439,1.0
0.0022080382332205772,1.0
0.0021843307185918093,1.0
0.0021613771095871925,1.0
0.00213852827437222,1.0
0.00211587967351079,1.0
0.002093720017001033,1.0
0.00207205256447196,1.0
0.0020506675355136395,1.0
0.0020294918213039637,1.0
0.0020086579024791718,1.0
0.0019882211927324533,1.0
0.0019680666737258434,1.0
0.0019481537165120244,1.0
0.0019285649759694934,1.0
0.0019093138398602605,1.0
0.0018902999581769109,1.0
0.0018715322948992252,1.0
0.0018531070090830326,1.0
0.0018349329475313425,1.0
0.0018169733230024576,1.0
0.001799301360733807,1.0
0.0017819354543462396,1.0
0.0017646732740104198,1.0
0.001747826929204166,1.0
0.0017311266856268048,1.0
0.0017146134050562978,1.0
0.0016984287649393082,1.0
0.0016823993064463139,1.0
0.001666635274887085,1.0
0.0016511454014107585,1.0
0.0016359061701223254,1.0
0.0016208769520744681,1.0
0.0016061075730249286,1.0
0.001591452513821423,1.0
0.0015771628823131323,1.0
0.0015628952533006668,1.0
0.001548832980915904,1.0
0.0015351134352385998,1.0
0.0015214582672342658,1.0
0.0015079999575391412,1.0
0.0014947607414796948,1.0
0.0014816306065768003,1.0
0.0014686787035316229,1.0
0.0014557956019416451,1.0
0.0014432872412726283,1.0
0.0014308060053735971,1.0
0.0014184340834617615,1.0
0.0014063684502616525,1.0
0.0013944674283266068,1.0
0.001382539514452219,1.0
0.0013707580510526896,1.0
0.001359305577352643,1.0
0.0013479673070833087,1.0
0.0013366787461563945,1.0
0.0013255730737000704,1.0
0.0013145585544407368,1.0
0.0013037406606599689,1.0
0.0012930051889270544,1.0
0.0012824112782254815,1.0
0.0012720091035589576,1.0
0.0012616347521543503,1.0
0.0012514431728050113,1.0
0.001241379650309682,1.0
0.0012314715422689915,1.0
0.0012216820614412427,1.0
0.0012119015445932746,1.0
0.00120238633826375,1.0
0.0011928846361115575,1.0
0.00118356104940176,1.0
0.001174338161945343,1.0
0.001165101770311594,1.0
0.0011560666607692838,1.0
0.0011471088510006666,1.0
0.001138279214501381,1.0
0.001129472628235817,1.0
0.0011209220392629504,1.0
0.0011123119620606303,1.0
0.0011038759257644415,1.0
0.001095517072826624,1.0
0.0010872494895011187,1.0
0.0010792154353111982,1.0
0.001071071601472795,1.0
0.0010630880715325475,1.0
0.0010552050080150366,1.0
0.0010474958689883351,1.0
0.001039791153743863,1.0
0.001032150350511074,1.0
0.001024573459289968,1.0
0.0010171522153541446,1.0
0.0010097491322085261,1.0
0.001002469565719366,1.0
0.0009952588006854057,1.0
0.0009881396545097232,1.0
0.0009811028139665723,1.0
0.0009741298272274435,1.0
0.000967184198088944,1.0
0.0009603986982256174,1.0
0.0009536360739730299,1.0
0.0009468824719078839,1.0
0.0009403349249623716,1.0
0.0009337369701825082,1.0
0.0009272490278817713,1.0
0.0009209621930494905,1.0
0.0009146434022113681,1.0
0.0009083428303711116,1.0
0.0009020238649100065,1.0
0.0008958835387602448,1.0
0.0008898207452148199,1.0
0.0008836801280267537,1.0
0.0008777546463534236,1.0
0.0008719435427337885,1.0
0.0008660227758809924,1.0
0.0008602391462773085,1.0
0.0008544878219254315,1.0
0.0008486813167110085,1.0
0.0008431036258116364,1.0
0.0008375029428862035,1.0
0.000832025776617229,1.0
0.0008265440701507032,1.0
0.0008211038657464087,1.0
0.0008157962583936751,1.0
0.0008104886510409415,1.0
0.0008052494376897812,1.0
0.0008000102243386209,1.0
0.000794803025200963,1.0
0.0007897238829173148,1.0
0.000784658535849303,1.0
0.0007796389400027692,1.0
0.0007746605551801622,1.0
0.00076978316064924,1.0
0.0007648917962796986,1.0
0.0007600417011417449,1.0
0.0007552783936262131,1.0
0.0007505518151447177,1.0
0.0007458847248926759,1.0
0.0007411856204271317,1.0
0.0007366284262388945,1.0
0.0007320711738429964,1.0
0.0007274864474311471,1.0
0.0007230207556858659,1.0
0.0007186235161498189,1.0
0.000714208057615906,1.0
0.0007098247879184783,1.0
0.0007054734160192311,1.0
0.0007012687274254858,1.0
0.000697073177434504,1.0
0.0006928775692358613,1.0
0.0006887369090691209,1.0
0.0006845457246527076,1.0
0.0006804781733080745,1.0
0.0006764013669453561,1.0
0.0006723382975906134,1.0
0.0006684036343358457,1.0
0.0006644733948633075,1.0
0.0006604929221794009,1.0
0.0006566542433574796,1.0
0.0006528384983539581,1.0
0.0006489952793344855,1.0
0.0006451702793128788,1.0
0.0006414414965547621,1.0
0.0006377355894073844,1.0
0.0006340297404676676,1.0
0.0006303330301307142,1.0
0.000626732362434268,1.0
0.0006231272127479315,1.0
0.0006196044851094484,1.0
0.0006160358316265047,1.0
0.0006124672363512218,1.0
0.0006090131355449557,1.0
0.0006056643323972821,1.0
0.0006022377638146281,1.0
0.0005987790646031499,1.0
0.0005954395164735615,1.0
0.0005921135889366269,1.0
0.0005888014566153288,1.0
0.0005855167983099818,1.0
0.0005822641542181373,1.0
0.0005790206487290561,1.0
0.0005758136976510286,1.0
0.0005725793307647109,1.0
